vendor_key,incumbent_vendor,incumbent_uei,number_of_cyber_it_awards,total_obligated_amount,expiring_value_6_months,expiring_value_12_months,expiring_value_24_months,average_contract_value,recompete_candidate_count,incumbent_concentration_score,incumbent_vulnerability_score,vulnerability_basis,pct_value_expired,pct_value_unknown_expiration,size_standard_shift,size_standard_basis,active_recompete_candidate_count,active_value
479,"FEDITC, LLC",C9HCJWLPZDQ3,23,72084911.30999999,0.0,0.0,9077715.6,3134126.58,23,0.03,0.0,value_weighted_near_term_share,36.0,0.0,True,"latest of 19 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 4 total), with 15 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,9077715.6
480,FIVE STONES RESEARCH CORPORATION,JK27RJPCLXD4,6,72000525.02000001,0.0,0.0,0.0,12000087.5,6,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 17 readable determinations — per-procurement, directional",0,0.0
481,AUGUSTINE CONSULTING INC,VAJJS229PMW7,2,71677143.03999999,0.0,0.0,0.0,35838571.52,2,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
483,TERATHINK CORPORATION,L1AAFNAP5HF3,18,71495462.29000002,0.0,0.0,0.0,3971970.13,18,0.03,,no_forward_book,100.0,0.0,True,"latest of 3 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
485,SEI GROUP INC,VMLJB3E2LLT6,30,71342740.97,0.0,0.0,0.0,2378091.37,30,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 38 readable determinations — per-procurement, directional",0,0.0
486,"ALEKNAGIK TECHNOLOGY, LLC",UWAKUNPCNKF3,13,71192304.35000001,0.0,0.0,0.0,5476331.1,13,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 28 readable determinations — per-procurement, directional",0,0.0
487,LIGHTGRID LLC,F47XKV1VY633,8,71064197.16,0.0,0.0,0.0,8883024.64,8,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
489,DATIX (USA) INC,QK5YGNPWLAJ1,4,70950639.8,0.0,0.0,0.0,17737659.95,4,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
492,FULL SPECTRUM OPERATIONS LLC,ND7NTR9BCGN7,8,70533494.53,26807774.520000003,26807774.520000003,26807774.520000003,8816686.82,8,0.03,73.6,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 12 readable determinations — per-procurement, directional",3,36429209.120000005
494,DPRA INCORPORATED,E7ZBN7JMNKY9,3,70173916.82000001,0.0,0.0,0.0,23391305.61,3,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
495,ADERAS INC,NLFCX7C4JJG4,13,69823549.99000001,0.0,0.0,0.0,5371042.31,13,0.03,0.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 13 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 12 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,2381662.65
496,"LONGVIEW INTERNATIONAL TECHNOLOGY SOLUTIONS, INC",F5MDMCHXFFA1,6,69478987.34,0.0,0.0,0.0,11579831.22,6,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
498,INFORMATION DELIVERY SYSTEMS INC,L4VFMULJ5B57,8,69142490.89000002,0.0,0.0,0.0,8642811.36,8,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 32 readable determinations — per-procurement, directional",0,0.0
501,"TWD & ASSOCIATES, INC",K5HLN65BXC76,3,68743749.73,0.0,0.0,0.0,22914583.24,3,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
503,PINGWIND INC,K3M7BB87ALU4,7,68374721.24,0.0,0.0,5422930.28,9767817.32,7,0.03,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",1,5422930.28
505,INTERNATIONAL BUSINESS MACHINE,MDRUL5CLUW77,2,67990939.15,0.0,0.0,0.0,33995469.58,2,0.03,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
506,FORWARD SLOPE INC,PFSGCPKU6ZK3,12,67959788.67,0.0,0.0,20171201.46,5663315.72,12,0.03,0.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 71 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 8 total), with 62 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,20171201.46
508,"SPIDER STRATEGIES, INC",QNF8NE7JQ2R9,66,67616913.45,0.0,0.0,0.0,1024498.69,66,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 87 readable determinations — per-procurement, directional",0,0.0
510,"IMPACT RESOURCES, INC",RDCTL3NVCZD6,1,67344035.02,0.0,0.0,0.0,67344035.02,1,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
511,"INTREPID SOLUTIONS AND SERVICES, LLC",Q5CUNC4CBP19,20,67319400.34,0.0,0.0,0.0,3365970.02,20,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 22 readable determinations — per-procurement, directional",0,0.0
512,TUVA LLC,LHXMU1JZKJU5,8,67276679.77,0.0,0.0,0.0,8409584.97,8,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",0,0.0
513,"ZANTECH IT SERVICES, INC",TXT1JL5KM1W3,10,67223243.11,21378025.009999998,21378025.009999998,21378025.009999998,6722324.31,10,0.03,96.6,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 19 readable determinations — per-procurement, directional",3,22120383.41
514,"COPPER RIVER ENTERPRISE SERVICES, LLC",QHF1FV2KBGH8,6,67187499.75,0.0,0.0,0.0,11197916.62,6,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
517,"WAKELIGHT TECHNOLOGIES, LLC",JBNZW86LDCP3,5,67097136.16,0.0,0.0,0.0,13419427.23,5,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
519,ASIRTEK FEDERAL SERVICES LLC,N9VMHXDPMNT5,16,66622771.97,0.0,0.0,0.0,4163923.25,16,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 25 readable determinations — per-procurement, directional",0,0.0
520,"GLOBAL CONNECTIONS TO EMPLOYMENT, INC",C43DLCSKXGM8,11,66588630.11000001,0.0,0.0,2866269.66,6053511.83,11,0.03,0.0,value_weighted_near_term_share,71.8,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",1,2866269.66
521,"ROBBINS-GIOIA, LLC",FALBKU4VNZY4,7,66359710.85,0.0,0.0,0.0,9479958.69,7,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",0,0.0
522,"CASK TECHNOLOGIES, LLC",J78LMM9DG2G6,25,66213370.97,0.0,13750761.28,13750761.28,2648534.84,25,0.03,0.0,value_weighted_near_term_share,17.7,0.0,False,"no S->O transition across 44 readable determinations — per-procurement, directional",1,13750761.28
523,"CAPE FOX FEDERAL INTEGRATORS, LLC",ZN56N8FC2RE8,4,66047115.88,0.0,0.0,0.0,16511778.97,4,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
524,ARCHITECHTURE SOLUTIONS LLC,HQAJMSZDK666,64,65973510.35,3091469.2300000004,3091469.2300000004,3091469.2300000004,1030836.1,64,0.03,89.4,value_weighted_near_term_share,83.3,0.0,False,"no S->O transition across 677 readable determinations — per-procurement, directional",3,3458587.59
525,KPMG LLP,MAA3SBSDQVM1,10,65484221.400000006,0.0,0.0,0.0,6548422.14,10,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 63 readable determinations — per-procurement, directional",0,0.0
527,THE VENTURA GROUP INC,CLDLCCLLFKL4,10,65268613.89999999,0.0,0.0,2764165.35,6526861.39,10,0.03,0.0,value_weighted_near_term_share,60.9,0.0,False,"no S->O transition across 15 readable determinations — per-procurement, directional",1,2764165.35
529,"1CYBERFORCE, LLC",FKW1ZBZ2PAC2,12,65203047.32999999,0.0,0.0,7253495.55,5433587.28,12,0.03,0.0,value_weighted_near_term_share,8.4,0.0,False,"no S->O transition across 14 readable determinations — per-procurement, directional",2,9012413.55
530,"AVAYA FEDERAL SOLUTIONS, INC",NML3JFNVEAW6,28,65093632.75000001,0.0,0.0,0.0,2324772.6,28,0.03,0.0,value_weighted_near_term_share,91.3,0.0,True,"latest of 10 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 9 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,2522648.94
531,"COPPER RIVER TECHNOLOGIES, LLC",XRDNJ63CCP56,20,65022651.98,0.0,0.0,0.0,3251132.6,20,0.03,0.0,value_weighted_near_term_share,80.2,0.0,False,"no S->O transition across 23 readable determinations — per-procurement, directional",1,4376696.45
532,NEW GENERATION SOLUTION LLC,GEK4YKRHKD95,5,64892200.58,0.0,0.0,0.0,12978440.12,5,0.03,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",1,18275389.15
533,UNIVERSAL TECHNICAL RESOURCE SERVICES INC,ZDBVU71NQVT1,4,64769761.51,0.0,0.0,0.0,16192440.38,4,0.03,,no_forward_book,100.0,0.0,True,"latest of 5 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 4 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
534,"1PROSPECT TECHNOLOGIES, LLC",GX2WMLVX8JH9,5,64692734.44,0.0,0.0,0.0,12938546.89,5,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
535,"WALKER AND ASSOCIATES, INC",VF7NYEKB4UQ5,31,64314073.22999999,0.0,0.0,0.0,2074647.52,31,0.03,,no_forward_book,100.0,0.0,True,"latest of 87 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 12 total), with 75 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
536,MTA INC,ZNVFPZAD3MF7,6,64289521.42,0.0,0.0,0.0,10714920.24,6,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
537,"S4, LLC",GK85NUFGM5H1,17,63889290.26,0.0,0.0,0.0,3758193.54,17,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 52 readable determinations — per-procurement, directional",0,0.0
538,VINTUN LLC,NBDLTHMTNJB3,14,63857900.14999999,0.0,0.0,0.0,4561278.58,14,0.03,0.0,value_weighted_near_term_share,56.4,0.0,False,"no S->O transition across 39 readable determinations — per-procurement, directional",1,10460044.21
540,"IT PARTNERS, INC",MC14E2K22EY4,7,63747954.43,0.0,0.0,0.0,9106850.63,7,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 12 readable determinations — per-procurement, directional",0,0.0
541,"BOWHEAD BUSINESS AND TECHNOLOGY SOLUTIONS, LLC",SKKXHJP1Y7L8,23,63707184.21999999,0.0,0.0,0.0,2769877.57,23,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 61 readable determinations — per-procurement, directional",0,0.0
542,"PCG-SMX JV, LLC",HDD7RJST69B5,3,63660155.260000005,44992830.2,44992830.2,44992830.2,21220051.75,3,0.03,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",2,44992830.2
543,"ALLIANCE TECHNOLOGY GROUP, LLC",UCM7WPGJBZ67,43,63618123.9,0.0,0.0,0.0,1479491.25,43,0.03,0.0,value_weighted_near_term_share,14.5,0.0,False,"no S->O transition across 153 readable determinations — per-procurement, directional",2,9194546.74
546,ACCELERA SOLUTIONS INC,EK5HS5TQGC65,20,63493960.31,0.0,0.0,0.0,3174698.02,20,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 66 readable determinations — per-procurement, directional",0,0.0
547,"TRI-COR INDUSTRIES, INC",JK4DTL3SL6P9,9,63236174.04,0.0,0.0,0.0,7026241.56,9,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
548,BAM TECHNOLOGIES LLC,Z6SMGWN25AU5,11,63133805.3,0.0,779475.03,779475.03,5739436.85,11,0.03,0.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 4 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 3 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,779475.03
551,"CACI-CMS INFORMATION SYSTEMS, LLC",L849JLMJGN57,16,62854530.67999999,0.0,0.0,0.0,3928408.17,16,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 34 readable determinations — per-procurement, directional",0,0.0
553,"TWO SIX LABS, LLC",EP8HTN6PUJW3,1,62157447.0,0.0,0.0,0.0,62157447.0,1,0.03,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
554,"ATP GOV, LLC",WH8LLL6HAX95,56,61562028.49000001,4488101.8,4488101.8,4488101.8,1099321.94,56,0.03,100.0,value_weighted_near_term_share,66.0,0.0,False,"no S->O transition across 397 readable determinations — per-procurement, directional",1,4488101.8
556,"COHO TECHNOLOGY SOLUTIONS, LLC",CXH4JDVF3QD7,19,61401874.82999999,12256765.579999998,15169451.79,32913374.439999998,3231677.62,19,0.03,36.4,value_weighted_near_term_share,2.4,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",5,33668374.44
557,VAREC INC,WAAKUHYVHWZ9,12,61376998.14,19866033.73,30615618.57,30615618.57,5114749.84,12,0.03,64.9,value_weighted_near_term_share,3.5,0.0,False,"no S->O transition across 15 readable determinations — per-procurement, directional",2,30615618.57
558,OST INC,FPLRRX1M2YS5,13,61159774.65,0.0,0.0,0.0,4704598.05,13,0.03,,no_forward_book,100.0,0.0,True,"latest of 92 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 55 total), with 37 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
559,T AND T CONSULTING SERVICES INC,SMG1HZHVGEU8,17,61138704.86,0.0,0.0,0.0,3596394.4,17,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 34 readable determinations — per-procurement, directional",0,0.0
560,"SALIENT CRGT, INC",Q5LJNF15T2R5,11,60837683.21999999,34364591.4,34364591.4,34364591.4,5530698.47,11,0.03,100.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 41 NAICS 541611 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 40 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,34364591.4
561,"IGNITE FUELING INNOVATION, INC",MU8VTWFS9QP8,24,60639898.21,0.0,0.0,0.0,2526662.43,24,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 48 readable determinations — per-procurement, directional",0,0.0
562,CCS LINTECH JV LLC,ENRUJLMF3PC9,9,60534444.57,0.0,0.0,0.0,6726049.4,9,0.03,0.0,value_weighted_near_term_share,2.0,0.0,False,"no S->O transition across 15 readable determinations — per-procurement, directional",1,38255760.37
563,SYNCADD SYSTEMS INC,LKKTLLPQKKD5,13,60294241.70999999,0.0,0.0,0.0,4638018.59,13,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
566,GROUP W INC,G1K6NSNALMJ8,19,59847317.89,350000.0,350000.0,34145880.19,3149858.84,19,0.03,1.0,value_weighted_near_term_share,4.5,0.0,False,"no S->O transition across 134 readable determinations — per-procurement, directional",2,34145880.19
567,"FEDRESULTS, INC",NFFFR55KQUE3,32,59723718.33,515365.54,5783090.84,5783090.84,1866366.2,32,0.03,8.9,value_weighted_near_term_share,75.4,0.0,False,"no S->O transition across 138 readable determinations — per-procurement, directional",2,5783090.84
568,NEXTECH LINTECH LLC,E61WLJBALR66,8,59516175.22,0.0,5855671.62,5855671.62,7439521.9,8,0.03,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",2,7273714.57
571,"PARTNET, INC",Z9XYNHXCZ8Y7,7,59321934.85,1349382.81,1349382.81,1349382.81,8474562.12,7,0.03,100.0,value_weighted_near_term_share,85.0,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",1,1349382.81
573,"RTL NETWORKS, INC",NWJPR7KBAJN4,30,59303857.74,0.0,0.0,0.0,1976795.26,30,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",0,0.0
574,THE MIL CORPORATION,TBD4VJ2WC9S3,2,59230454.85,0.0,0.0,0.0,29615227.42,2,0.03,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",1,8776085.17
575,"MILVETS SYSTEMS TECHNOLOGY, INC",V8YPUJBDJ737,8,59097596.85,0.0,0.0,0.0,7387199.61,8,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
577,VERTEX MODERNIZATION AND SUSTAINMENT LLC,NQCCULJZFY29,22,59021502.54000001,0.0,0.0,0.0,2682795.57,22,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 27 readable determinations — per-procurement, directional",0,0.0
578,"KAPSUUN GROUP, LLC",YDJEPUN1JQY6,11,59011503.17,0.0,0.0,0.0,5364682.11,11,0.03,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
579,ACCESSAGILITY LLC,HMXCQJ8ADNL7,63,58969617.96999999,2158892.2,2158892.2,2677599.67,936025.68,63,0.03,73.0,value_weighted_near_term_share,79.5,0.0,False,"no S->O transition across 658 readable determinations — per-procurement, directional",3,2958284.3000000003
580,DEWBERRY DESIGN-BUILDERS INC,CG6JSKCHEKN6,7,58021189.54,0.0,16834801.0,16834801.0,8288741.36,7,0.03,0.0,value_weighted_near_term_share,36.7,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",1,16834801.0
585,RED RIVER RESOURCES LLC,HZCDXJV7M8Z9,11,57393597.150000006,0.0,0.0,23618859.16,5217599.74,11,0.02,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 12 readable determinations — per-procurement, directional",1,23618859.16
588,SOUTHWEST RESEARCH INSTITUTE,PB11V1KH3KV4,40,57199127.81,0.0,0.0,0.0,1429978.2,40,0.02,,no_forward_book,100.0,0.0,False,"no S->O transition across 177 readable determinations — per-procurement, directional",0,0.0
591,BATTELLE MEMORIAL INSTITUTE,F125YU6SWK59,16,57028732.79,0.0,499874.16,499874.16,3564295.8,16,0.02,0.0,value_weighted_near_term_share,91.3,0.0,False,"no S->O transition across 351 readable determinations — per-procurement, directional",1,499874.16
593,ENGILITY LLC,DYGKMTG8ZNS6,15,56850801.08000001,0.0,0.0,0.0,3790053.41,15,0.02,,no_forward_book,100.0,0.0,False,"no S->O transition across 89 readable determinations — per-procurement, directional",0,0.0
594,"ALUTIIQ INFORMATION MANAGEMENT, LLC",NEQUZGMGAKJ7,33,56821041.14,0.0,0.0,0.0,1721849.73,33,0.02,,no_forward_book,100.0,0.0,True,"latest of 293 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 12 total), with 281 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
595,"L3HARRIS LINCHPIN LABS, INC",CC4FEH1LPW35,6,56059704.0,0.0,0.0,0.0,9343284.0,6,0.02,,no_forward_book,100.0,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",0,0.0
597,TECHGUARD SECURITY LLC,HEA5VL4WWDX5,6,55981982.940000005,0.0,0.0,0.0,9330330.49,6,0.02,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
598,"ADVANCED IT CONCEPTS, LLC",KKCWYU7SQ2D4,21,55909870.91,0.0,0.0,0.0,2662374.81,21,0.02,,no_forward_book,100.0,0.0,False,"no S->O transition across 36 readable determinations — per-procurement, directional",0,0.0
599,"CONNEXTA, LLC",ZPUDBLECCHF2,6,55819386.69000001,0.0,0.0,0.0,9303231.12,6,0.02,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
